dataset,worker,prototype,weight
CF,1674,1,0.3538995710886874
CF,1679,0,0.9512891088867592
CF,1679,1,0.0487108911132407
CF,1687,0,0.4747519971863171
CF,1687,1,0.5252480028136828
CF,1697,0,0.9442518771853704
CF,1697,1,0.05574812281462964
CF,1698,0,0.9493344524149506
CF,1698,1,0.050665547585049465
CF,1701,0,0.9315408746978384
CF,1701,1,0.06845912530216162
CF,1706,0,0.9464848454577217
CF,1706,1,0.05351515454227828
CF,1719,0,0.08782993921831965
CF,1719,1,0.9121700607816804
CF,1723,0,0.9513512974700755
CF,1723,1,0.04864870252992456
CF,1726,0,0.9420285576300982
CF,1726,1,0.057971442369901746
CF,1743,0,0.06414470258353328
CF,1743,1,0.9358552974164667
CF,1745,0,0.9513513197785004
CF,1745,1,0.04864868022149964
CF,1750,0,0.9513513088863449
CF,1750,1,0.04864869111365513
CF,1752,0,0.9219352781478989
CF,1752,1,0.0780647218521011
CF,1753,0,0.9474505826644237
CF,1753,1,0.05254941733557635
CF,1754,0,0.12209436219400309
CF,1754,1,0.877905637805997
CF,1757,0,0.9440744714907672
CF,1757,1,0.055925528509232894
CF,1763,0,0.9440964283316575
CF,1763,1,0.05590357166834244
CF,1765,0,0.9464848454577217
CF,1765,1,0.05351515454227828
CF,1769,0,0.9417110127086493
CF,1769,1,0.0582889872913506
CF,1770,0,0.8943277356578235
CF,1770,1,0.1056722643421765
CF,1773,0,0.9373728630654476
CF,1773,1,0.06262713693455225
